Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, Net Income to Stockholder's Equity, Current Ratio, Quick Ratio, Debt ratio %, Interest Coverage Ratio (Interest expense to EBIT)
0,0.523034173450982,0.575883122546882,0.84180224093936,0.006009965647533,0.0032371080254576,0.137981074462618,0.566383205447437
0,0.508848047579584,0.553423462712604,0.840820359712895,0.0104361608856135,0.0068541348767977,0.0911509508117423,0.565538443845805
0,0.488958221615561,0.549007849978195,0.840770515293026,0.0212592160398876,0.0177488842613792,0.0942346645705475,0.565163703379656
0,0.502120606444694,0.563508504143044,0.841274521947495,0.0166988558538039,0.0143832651059843,0.0996765123802038,0.565476168190819
0,0.523082923024424,0.563344962930659,0.841281669746899,0.007109494198146,0.0050687035472814,0.141941530368534,0.566486947320132
0,0.493345683225272,0.550534234627126,0.840598890749099,0.0053129319409299,0.0044055611631879,0.20110650905463,0.568436517701161
0,0.505630575732462,0.559747056258177,0.840860318613959,0.0055300919497911,0.00420218918086,0.184660035674336,0.568285889415869
0,0.46955589138595,0.527202354993458,0.839285131784148,0.0039475695863663,0.002901481870573,0.154215920428092,0.198631789774405
0,0.52371666747916,0.561546009594418,0.841074766121287,0.004952246638856,0.0042608301818993,0.0916044381292137,0.565830776536198
0,0.521912933261834,0.56487134757959,0.840991944445713,0.014818674512716,0.0104212544932107,0.0518487166308915,0.565674688944503
0,0.503193097060401,0.559692542520715,0.840973026009749,0.0108180629701623,0.0061953593757603,0.0939021072044018,0.565961020304973
1,0.453029785989373,0.516572176188399,0.837052996383121,0.0031981179465898,0.0015596010914712,0.210357650331046,0.553328485915044
1,0.472090869204894,0.53881378107283,0.839162225658445,0.0028910986237172,0.0022009090602842,0.23529945279197,0.571988549713058
1,0.066933164334812,0.0571849105974705,1.0,0.0043288476479012,0.0033088496756653,0.321371345648033,0.565021155623063
1,0.406668941646761,0.467291757522896,0.831081516146261,0.0033279147334953,0.0019482536834658,0.221452973365178,0.56397612729787
0,0.482230780480671,0.544319668556476,0.840279753168226,0.0042945263821329,0.0036033023617351,0.202859993348853,0.569392706270746
0,0.48851947545459,0.550152638464893,0.840817533006551,0.0069528644216398,0.004127952168906,0.141548508026726,0.566454958111748
0,0.476478330814605,0.533416921064108,0.840118267328821,0.0185721729417381,0.0159597098892434,0.0416301357438704,0.565556569130653
0,0.48812947886706,0.518916266899259,0.839257202585878,0.0147525280732353,0.0088192322520515,0.122411343229434,0.563125994645206
0,0.469165894798421,0.547863061491496,0.840577257454248,0.0072074658113391,0.0045864748897985,0.116213683223992,0.566942039965212
0,0.482279530054112,0.552932839075447,0.840696027385088,0.0064655024477302,0.0042857837993629,0.152099646279892,0.568291502966358
0,0.464193438307415,0.526766245093764,0.839500563793149,0.0063874995709841,0.004074925731796,0.158388003748828,0.506546640987286
0,0.475893335933311,0.540558220671609,0.840327583466471,0.0189210018065466,0.0126171728300022,0.100553254527315,0.566817100513007
0,0.47350460683469,0.514500654164849,0.839279504495661,0.01022648915292,0.0071130286579819,0.0857998004655803,0.563684230714475
0,0.503534344074489,0.553968600087222,0.840949757724991,0.0135437954951779,0.0075553315275232,0.113311364392176,0.565683494724244
0,0.478330814605372,0.54590056694287,0.840487618067464,0.0075899919189019,0.0047973329573655,0.0654231036672008,0.566246742529546
0,0.496368156778628,0.549062363715656,0.840659114768923,0.0123138461346454,0.0055571706091302,0.140006651147323,0.566538812418977
0,0.544825232779213,0.588148713475796,0.842318562340046,0.0087444344947441,0.0040275138586153,0.10279045862684,0.565511873396239
0,0.520060449471067,0.569723070213694,0.841489101472458,0.0115069843775838,0.0068903176221198,0.0820812044623152,0.565215832977554
0,0.488811972895237,0.546391190580026,0.840673489284288,0.0167481536719074,0.014515519278541,0.0984974453547782,0.565183368152589
0,0.532394091551699,0.580680331443524,0.841955021597594,0.0211169387927027,0.017508081852856,0.0941741995948846,0.565229617186563
0,0.525032905962073,0.566397732228522,0.841555086841885,0.0063569224432997,0.0048303965005046,0.129032258064516,0.565797913788603
0,0.489543216496856,0.547263410379416,0.840439916449661,0.0075612868602594,0.0053712661590269,0.196662333343411,0.568501828086221
0,0.512553015161117,0.564816833842128,0.841654699058471,0.005111996530432,0.0036862731398013,0.182060041720833,0.566853876573771
0,0.481938283040023,0.546990841692106,0.840407766068337,0.003534466351119,0.0023418969989532,0.156664751942437,0.568580178054889
0,0.540145273728855,0.582315743567379,0.842005284239925,0.0073990408766275,0.0067318621512264,0.0893370015418569,0.565295877252821
0,0.523034173450982,0.563126907980811,0.840999192346241,0.0298963185762291,0.0207152455373574,0.0400580463766363,0.565516625515861
0,0.50592307317311,0.563453990405582,0.84112422563183,0.0172723330036412,0.0090650253840673,0.071862623575294,0.565400271635791
1,0.43274996343782,0.492749672917575,0.836765895748373,0.0065628500379094,0.0045559067084057,0.185083290503976,0.563517404517673
0,0.48062204455711,0.487080244221544,0.835834417723329,0.0060555193275528,0.0045072471543518,0.199232094809082,0.564474539427702
0,0.480085799249257,0.541593981683384,0.840416733888158,0.0072854686880852,0.004593337134601,0.138918281585392,0.567352425069865
0,0.47467459659728,0.534779764500654,0.840167745039569,0.0202595311715096,0.0177906815706306,0.0487045378964235,0.565323749528309
0,0.464485935748062,0.524204099433057,0.839459977146756,0.0092405327908493,0.0052034530815846,0.147020588324213,0.56158541530685
0,0.489348218203091,0.552060619276058,0.840969421384339,0.006749432919086,0.0042814169163068,0.130211325089942,0.565773133121671
0,0.477697070150636,0.541703009158308,0.840254094305762,0.004332591785985,0.0027243111865819,0.15968800072558,0.569030431902136
0,0.463169697265149,0.537232882686437,0.840184675551618,0.0085241543708132,0.0058279173586096,0.161108927653657,0.568458222027237
0,0.468580899917126,0.529164849542085,0.839894354906759,0.0174720203681112,0.0127119965763637,0.112706714635547,0.55802690254412
0,0.47667332910837,0.512047535979067,0.839197149762643,0.0093185356675954,0.0067393482364654,0.0919369954953593,0.564270861033187
0,0.521620435821187,0.575937636284344,0.841884719075054,0.0127887276482757,0.0072976854272121,0.104181153067086,0.565279007245045
0,0.50514307999805,0.563126907980811,0.841081810791101,0.0083026262008542,0.0051760041023747,0.0592556761495903,0.56558287781222
0,0.488616974601472,0.54295682511993,0.84048915138321,0.0112068293078649,0.0058023399007095,0.12528342957342,0.566594118378805
0,0.512991761322088,0.565961622328827,0.841562417348994,0.0104561296220605,0.0054966580867812,0.110681137950842,0.565632566215678
0,0.529859113732755,0.586022677714784,0.84220269125481,0.0090976315206504,0.0055752619817913,0.0930253650572905,0.565209689249871
0,0.474187100862867,0.532817269952028,0.840112869630469,0.0189378504279238,0.0158811059942332,0.0478277957493122,0.565198780684521
0,0.496806902939599,0.570704317488007,0.841633707239959,0.0199681124239862,0.0154937010831118,0.0914532756900565,0.56531185524898
0,0.52688538975284,0.571522023549935,0.841928854834764,0.0072342988009397,0.0050119340675519,0.120778788886537,0.565318648881855
0,0.484278262565203,0.548190143916267,0.840837168307099,0.0082988820627704,0.0061086455550745,0.195815823684131,0.567707911801825
0,0.513820504070589,0.565416484954208,0.841840223192403,0.0059263465636612,0.004515980920464,0.160987997702331,0.566004087484676
0,0.48340077024326,0.549607501090275,0.84087734603695,0.0042552129322529,0.0028110250072677,0.159325210871603,0.566613111060511
0,0.538439038658412,0.583296990841692,0.841891526627669,0.0094751654441015,0.0088809924552737,0.0708044865011942,0.565242640439274
0,0.502705601325988,0.555276929786306,0.840791673765426,0.0243712188105497,0.0176128870462029,0.0921183904223478,0.565672689979257
0,0.49602690976454,0.555494984736153,0.840917381502362,0.0160517439883183,0.0081230263248187,0.0813858572421924,0.565394012992208
1,0.50436308682299,0.562254688181422,0.841229457874463,0.0058920252978929,0.0031716047796158,0.19176467031472,0.567645766501759
1,0.470677131575099,0.536905800261666,0.840113833800251,0.0035681635938733,0.0021372773357521,0.196390240952928,0.569662936541112
0,0.496124408911422,0.582806367204535,0.842223704184382,0.0073110536316579,0.0036663102458305,0.134564803337667,0.565979965435099
0,0.522741676010335,0.591419537723506,0.842508345895102,0.0072162021335346,0.0041816024464526,0.13166248450585,0.566194626501257
0,0.446302344854483,0.531508940252944,0.839915445841406,0.0069066867186061,0.0033001159095531,0.0936904797895819,0.555682113266431
0,0.438746160971092,0.504524640209333,0.838345053030638,0.0050271294005322,0.0039757351023784,0.14801826042265,0.564142468727549
0,0.503241846633842,0.54917139119058,0.840668587975188,0.0104374089316414,0.0067873839500827,0.115336941076881,0.566470761446422
0,0.454199775751962,0.522732228521587,0.839788159302916,0.0279905522915685,0.021498165285276,0.0273604014874384,0.565124758836821
0,0.479354555647638,0.534834278238116,0.840174885282507,0.0219369050330576,0.0155498467224047,0.0485533754572664,0.565158794400285
0,0.550723931165602,0.582479284779765,0.841691077444249,0.0099868643155559,0.0047804892655776,0.0639114792756296,0.565368085499266
0,0.50119436454931,0.541375926733537,0.840416164506973,0.0155525255771433,0.0069258765270054,0.0611905553708015,0.565226937206295
0,0.485594501048116,0.570377235063236,0.841479536206679,0.0096492678649988,0.0072664934053827,0.141608973002388,0.566514034563721
0,0.479452054794521,0.551951591801134,0.840446457629498,0.0108149428550925,0.0045602735914618,0.110771835414336,0.568533025016847
0,0.484229512991761,0.546609245529874,0.840526610696461,0.0100817158136792,0.0080687522068355,0.104362547994074,0.566490885535272
0,0.384926631891971,0.410488443087658,0.833423652552137,0.0032230788671486,0.0022152573903257,0.138011306950449,0.564795187328215
0,0.479354555647638,0.532272132577409,0.839698384487795,0.0054957706840228,0.0045771172832497,0.153701968134958,0.573989742905109
0,0.450397309023546,0.504034016572176,0.838868676785451,0.0097503595932618,0.0057549280275288,0.115609033467364,0.565144055013202
0,0.517184224638034,0.551788050588748,0.840691691972966,0.0134969937691302,0.0104412173871816,0.0770323789944675,0.566098457407965
0,0.492663189197094,0.550534234627126,0.845345118511239,0.014219612419306,0.0129060109521427,0.0925718777398192,0.565280578729797
0,0.500073124360162,0.607882686436982,0.842606977123623,0.0758113079210361,0.0458541436105639,0.0886718868095655,0.565185176130493
0,0.50475308341052,0.581879633667684,0.842175751306732,0.0060923366853769,0.002189056091989,0.139069444024549,0.566362233643455
0,0.527616633354458,0.594526820758831,0.84312573126533,0.005032121584644,0.0038253895571606,0.124346222450645,0.566156094816189
0,0.532979086432994,0.588475795900567,0.842012823255511,0.0148168024436741,0.0130501180929946,0.0831091090485836,0.565441158386322
0,0.524204163213572,0.579317488006978,0.842020323591988,0.007988742624828,0.0061828825670285,0.144904314176014,0.566027342535463
0,0.506508068054405,0.563835586567815,0.841162365159335,0.0188180380092418,0.0088267183372905,0.0867672400761859,0.565863805192805
0,0.530736606054697,0.597252507631923,0.842673715890355,0.0125122854530875,0.0072808417354242,0.111376485170965,0.565654054622206
0,0.470287134987569,0.527802006105539,0.839741925683001,0.0078414731935313,0.0047312058710871,0.10744626175288,0.547035872141953
1,0.470140886267245,0.520388137810728,0.838886549562351,0.0049846958355824,0.0023568691694313,0.162046134776431,0.55656683857273
0,0.516306732316092,0.586458787614479,0.842301738221274,0.0111562834437334,0.0071991186382311,0.120174139129909,0.565728214075724
0,0.50831180227173,0.57108591365024,0.841732939927894,0.0121104146320916,0.007444911770247,0.131118299724884,0.565863735288908
0,0.477209574416224,0.544864805931095,0.840346045765332,0.0170439405805286,0.0112528337951832,0.088490491882577,0.566667784146443
0,0.468142153756155,0.534561709550807,0.840054325013167,0.0122645483165419,0.0090313380004915,0.151162439157118,0.569948116339057
0,0.508555550138936,0.563726559092891,0.8414811271074,0.0154164885600981,0.0113776018825009,0.144511291834205,0.565487960317643
0,0.488665724174913,0.55805713039686,0.840959641861875,0.0137952767698073,0.0116290095784461,0.0632161320555068,0.565232608476753
0,0.46955589138595,0.524912778020061,0.83972506232647,0.0171506485159173,0.0127232257042223,0.109562535901079,0.563075143286396
0,0.500121873933603,0.554404709986917,0.840890282824394,0.0069385118923185,0.0041129799984279,0.0919369954953593,0.565569110352333
0,0.567055038268415,0.595835150457915,0.842285933313935,0.0196061790758843,0.014148701101827,0.0688393747921516,0.565158395757604
0,0.463364695558914,0.494494112516354,0.836133757686647,0.006050527143441,0.0039507814849149,0.201771623786921,0.56353599870736
0,0.492858187490859,0.55124291321413,0.840709771097254,0.0261509324463886,0.0184332372203167,0.0791184206548357,0.565676997571971
0,0.493248184078389,0.550370693414741,0.84074346054253,0.0189908923841111,0.0141642971127417,0.0877649121746228,0.565698279083523
0,0.479890800955492,0.535433929350196,0.84008267346299,0.0036093491127952,0.0023543738076849,0.10617649726396,0.569377552176136
0,0.54667771656998,0.599978194505015,0.842761016521502,0.0073048134015182,0.0064467670717054,0.110741602926505,0.565416684756372
0,0.479354555647638,0.557893589184474,0.841151451181981,0.0121852973937679,0.0081174117608894,0.12147413610666,0.565581233737867
0,0.520742943499244,0.56220017444396,0.841198935176503,0.0170021310385927,0.0132703337671104,0.102276506333706,0.565540293716667
0,0.48062204455711,0.54355647623201,0.841099637582348,0.0162938649177382,0.0138224325534912,0.0767905190918161,0.565186203001758
0,0.48535075318091,0.542302660270388,0.840382079008789,0.0598319506023382,0.0506371282378878,0.0914835081778879,0.566887145739489
0,0.52888412226393,0.587494548626254,0.842438251057767,0.0135188345746191,0.0067543204069435,0.12253227318076,0.565653137335742
0,0.488811972895237,0.543501962494549,0.840359019453028,0.0075781354816365,0.0066707257884407,0.108232306436497,0.567439058940056
0,0.527616633354458,0.576046663759267,0.841723060201398,0.0100205615583103,0.0085035689911377,0.0852253831967832,0.565171866716734
0,0.517184224638034,0.576155691234191,0.841718376118645,0.0106876421602429,0.008453037915774,0.113795084197479,0.565565037519408
0,0.520011699897626,0.580080680331444,0.841838630262902,0.0129391171946421,0.0074548932172324,0.0903044411524624,0.56525790370046
0,0.529566616292107,0.583569559529001,0.842143462939047,0.0136161821647982,0.0085590907899941,0.120264836593403,0.565407663953998
0,0.480378296689904,0.546827300479721,0.840696767095486,0.0073728319100408,0.0061635435134942,0.104785802823714,0.565527249779497
1,0.45610100911617,0.520715220235499,0.839200698155598,0.0063513062361739,0.0046089331455157,0.189739093630015,0.563037242505035
0,0.546482718276215,0.615296554731792,0.843282569804624,0.0147749929017382,0.010567856995809,0.102488133748526,0.565288227394206
0,0.529566616292107,0.601831661578718,0.843046523285867,0.011063928037666,0.0070475254121401,0.115276476101218,0.565400053453801
0,0.469165894798421,0.557184910597471,0.841025615396759,0.0210695130436411,0.0173178105196965,0.10279045862684,0.56573806435261
0,0.445522351679423,0.501253815961622,0.838318177106704,0.0169834103481736,0.0141256190056732,0.150648486863984,0.564660821451651
0,0.507970555257641,0.563072394243349,0.841492419775432,0.013042080991947,0.0091380147151482,0.119116002055809,0.565394456793522
0,0.502218105591576,0.565852594853903,0.8411463980526,0.0251462553938989,0.0202267784755086,0.0403603712549506,0.565171618619122
0,0.483742017257349,0.538268643698212,0.840277716744736,0.0325683851220433,0.0239916555103202,0.126976448891979,0.567402483037332
0,0.465314678496563,0.515645442651548,0.839340961924797,0.0073984168536135,0.0050287777593398,0.0996462798923723,0.564251582699356
0,0.533417832593965,0.57849978194505,0.841795301692537,0.0205247409524463,0.0156215883726124,0.0647882214227409,0.565158395757604
0,0.496221908058304,0.547535979066725,0.840645334773959,0.0067556731492257,0.0042358765644358,0.151253136620612,0.567222536116401
0,0.496563155072393,0.559201918883559,0.841015335486291,0.0150926206158483,0.0059071450940564,0.0685672824016688,0.565350071069009
0,0.498318139716277,0.562363715656345,0.841080740507367,0.0211674846568341,0.0159185364204285,0.0812044623152039,0.565422262641916
0,0.460244722858675,0.509430876580898,0.839116342370408,0.0040249484400984,0.0029158302006146,0.0832602714877407,0.564460365433798
0,0.521084190513333,0.586240732664632,0.842257394996878,0.007548182376966,0.0060693436075694,0.10469510536022,0.565300929949626
0,0.526154146151221,0.588475795900567,0.842104805352581,0.0115369374822543,0.0067830170670266,0.0759440094325362,0.565186790107824
0,0.520694193925803,0.539467945922372,0.840298322448415,0.0081946702194376,0.0059732721803348,0.130211325089942,0.567548609578173
0,0.483985765124555,0.546936327954645,0.840632310322689,0.015878265590435,0.0119028755301084,0.0777579587024216,0.565174555963438
0,0.507629308243553,0.54590056694287,0.840489345425613,0.0233559333668226,0.0139178801402892,0.0334068990537231,0.565497162432777
0,0.550187685857749,0.628815961622329,0.843769592419625,0.011184988502376,0.0064860690192105,0.0973788433050156,0.565348294583887
0,0.481304538585287,0.558384212821631,0.841048558018414,0.0067119915382479,0.0053818714464489,0.107536959216374,0.566039059094728
0,0.527470384634134,0.577791103358046,0.841676181973767,0.0125534709720094,0.0087662058149414,0.0652417087402122,0.565191781114049
0,0.492955686637742,0.551733536851286,0.840980186202346,0.0083101144770219,0.0043737453009219,0.144601989297699,0.565897529582898
0,0.514551747672208,0.578881378107283,0.8417670983004,0.01206298888303,0.0055459414812716,0.0783928409468815,0.565448894071584
0,0.519036708428801,0.579644570431749,0.84224602680829,0.0112355343665074,0.0077050532323044,0.128185748405236,0.565383728185483
0,0.501925608150929,0.562690798081116,0.841442739098595,0.0080230638905962,0.0065634252333475,0.121111346252683,0.56533764519153
1,0.454346024472286,0.513791975577846,0.837543863416369,0.007389680531418,0.0020599211216152,0.16479729116909,0.562888340608669
1,0.468142153756155,0.549443959877889,0.840477245288911,0.0074757957073456,0.000906440154363,0.175076337031774,0.569573877389153
1,0.465314678496563,0.526548190143916,0.838173555726426,0.0064967035984287,0.0009931539750488,0.201227439005956,0.624147416362419
0,0.496319407205187,0.554132141299607,0.840936435160844,0.0063213531315034,0.0028384739864776,0.133234573873084,0.566244900418506
0,0.472285867498659,0.533035324901875,0.839816444419556,0.0059619158754574,0.0033556377084094,0.117241587810261,1.0
0,0.479452054794521,0.527202354993458,0.83992844015502,0.0207868306183132,0.0181113355550371,0.0422045530126674,0.565143573949629
0,0.45293228684249,0.510630178805059,0.838918294276119,0.0042508447711551,0.0009494851444876,0.130755509870907,0.564077035450097
0,0.427826256520255,0.496511120802442,0.838136939297267,0.0084892090820309,0.0040849071787814,0.126341566647519,0.56420817179484
0,0.469702140106274,0.539467945922372,0.840269764887362,0.0062764234744977,0.0015427573996833,0.0780905160685673,0.567258600228674
0,0.438794910544533,0.494984736153511,0.838680139194614,0.0117403689848082,0.0065010411896886,0.0653324062037065,0.564874342615172
0,0.464973431482475,0.558929350196249,0.841021073284419,0.0033591158841938,0.0024691604480172,0.117543912688575,0.566576668571288
0,0.487495734412324,0.544973833406018,0.840455908592702,0.0173060302463955,0.0025221868851272,0.0973788433050156,0.566557441205374
0,0.51109052795788,0.570431748800698,0.841448780698999,0.0063850034789283,0.0038553338981168,0.121353206155335,0.5661831540438
0,0.48023204796958,0.537069341474052,0.840159719308183,0.0085098018414919,0.0038952596860585,0.128215980893068,0.568452689173852
0,0.468093404182713,0.525239860444832,0.839789680725313,0.0107088589427178,0.0039588914105905,0.058016144148502,0.562608500177499
0,0.496465655925511,0.551133885739206,0.840623085700634,0.0089447458822281,0.0041373097754548,0.0900928137376425,0.566751531453799
0,0.49368693023936,0.558493240296555,0.840906846465607,0.0105297643377088,0.0053644039142244,0.103062551017323,0.567501682441631
0,0.469019646078097,0.52872873964239,0.839422406427086,0.0064449096882693,0.0024991047889735,0.137860144511292,0.600878791768996
0,0.49012821137815,0.561709550806803,0.841083343165964,0.0052286888340442,0.0029507652650635,0.0903951386159567,0.565842665580167
0,0.589138595037293,0.646096816397732,0.843522773276473,0.0154501858028524,0.0088285898586003,0.0790277231913414,0.565466438538844
0,0.480475795836786,0.532217618839948,0.840010220390802,0.0086346064442856,0.0070163333903107,0.0679324001572089,0.569236550926741
0,0.458489738214791,0.505015263846489,0.838889507992306,0.010625239858846,0.0021690931980181,0.102881156090335,0.563217175211385
0,0.469750889679715,0.523331879633668,0.839431115180673,0.0074071531758091,0.0041853454890721,0.133506666263567,0.561797557136936
0,0.492321942183006,0.54769952027911,0.840587519076304,0.006449277849367,0.0037212082042503,0.107416029265048,0.566037530052168
0,0.440988641349388,0.50207152202355,0.837385244873586,0.0036705033681642,0.0028228779755629,0.158992653505457,0.561843292425387
0,0.488178228440501,0.538704753597907,0.840160115155273,0.0090701745080358,0.0038278849189069,0.119932279227258,0.568649735087832
0,0.528445376102959,0.571740078499782,0.841333455090641,0.0070177628150926,0.0050212916741007,0.0671161229857605,0.565369275462828
0,0.514941744259738,0.57522895769734,0.841467525203933,0.0233927507246467,0.0169871750883046,0.0451371043323155,0.565336679738747
0,0.497099400380247,0.556803314435238,0.841027377699888,0.0092985669311484,0.006891565302993,0.154427547842912,0.566447111652516
0,0.517866718666212,0.568578281726995,0.841281118727632,0.0116087001288608,0.0051323352718135,0.0797230704114641,0.565686244230495
0,0.491151952420416,0.552932839075447,0.840674916971224,0.0099138536229216,0.0026145152697423,0.0401185113522992,0.565442803498677
0,0.528981621410813,0.574520279110336,0.841433802195599,0.005871432538432,0.0039102318565366,0.083925386220032,0.565477069569649
0,0.484375761712085,0.561218927169647,0.84080977485345,0.0289284588815636,0.0220671077634447,0.0223418085074221,0.565178004352454
0,0.544093989177595,0.609954208460532,0.84243877071917,0.0093497368182938,0.00566509500466,0.0883997944190827,0.565460810017947
0,0.542485253254034,0.592782381160052,0.842736545744256,0.0087800038065403,0.0066669827458212,0.142727575052151,0.565401761088145
0,0.501486861989958,0.556149149585696,0.840839636654658,0.0056561445986128,0.0013175510020748,0.192308855095686,0.568176352594265
0,0.526836640179398,0.578172699520279,0.841912442808014,0.0072224423636743,0.0030062870639199,0.140732230855277,0.566273981230739
0,0.487300736118559,0.551351940689054,0.841455720342757,0.0069353917772487,0.0026251205571643,0.240590138162469,0.567548246080932
0,0.504168088529225,0.554568251199302,0.840794988598894,0.0056236954018864,0.002943903020261,0.134776430752487,0.56727792033453
0,0.507239311656023,0.555440470998692,0.840716853843425,0.0136698481439996,0.011445600490089,0.0840463161713577,0.566155276089534
0,0.474089601715985,0.526330135194069,0.839525465406568,0.0071201025893835,0.0038303802806533,0.134353175922847,0.553574191355756
0,0.524691658947984,0.582479284779765,0.842051320597853,0.0076405377830334,0.0045328246122519,0.144450826858542,0.566090700871962
0,0.553551406425194,0.592509812472743,0.842362379993119,0.0127581505205912,0.0087424998783511,0.109623000876742,0.565320388674108
0,0.540145273728855,0.572394243349324,0.841427891363221,0.0138782718306651,0.0099315397504887,0.0700486743054086,0.565561867440919
0,0.491639448154829,0.54235717400785,0.840346905129576,0.0041017032708166,0.0018977226081021,0.187532122018321,0.568454964489515
